epoch,optimizer,lr,train_total,train_pde,train_dpde,train_greek_delta,train_greek_gamma,train_greek_vega,train_term,train_low,train_right,train_v_zero,train_no_arbitrage,train_curvature_bulk,val_total,val_pde,val_dpde,val_greek_delta,val_greek_gamma,val_greek_vega,val_term,val_low,val_right,val_v_zero,val_no_arbitrage,val_curvature_bulk,dynamic_refresh,dynamic_refresh_count,loss_log_var_pde,loss_log_var_clamped_pde,loss_weight_pde,loss_log_var_term,loss_log_var_clamped_term,loss_weight_term,loss_log_var_low,loss_log_var_clamped_low,loss_weight_low,loss_log_var_no_arbitrage,loss_log_var_clamped_no_arbitrage,loss_weight_no_arbitrage
1,adam,0.001,0.865718599408865,0.013275857141707093,0.0,0.0,0.0,0.0,0.23137334175407887,0.526293464936316,0.0,0.0,0.09477596264332533,0.0,0.41018396615982056,0.005602169781923294,0.0,0.0,0.0,0.0,0.10261838883161545,0.2646450400352478,0.0,0.0,0.03731834888458252,0.0,0,0,-0.003998355939984322,-0.003998355939984322,1.004006360029273,-0.0039813332259655,-0.0039813332259655,1.0039892692615993,-0.0013815242564305663,-0.0013815242564305663,1.001382479000683,-0.004008839838206768,-0.004008839838206768,1.0040168859849425
2,adam,0.001,0.26926418393850327,0.002493511710781604,0.0,0.0,0.0,0.0,0.04941354691982269,0.1963978260755539,0.0,0.0,0.02095929835923016,0.0,0.12280270457267761,0.01296157855540514,0.0,0.0,0.0,0.0,0.026134077459573746,0.07139182090759277,0.0,0.0,0.012315225787460804,0.0,0,0,-0.007999192923307419,-0.007999192923307419,1.0080312719454,-0.008027035742998123,-0.008027035742998123,1.0080593387690755,-0.00516783120110631,-0.00516783120110631,1.0051812074729463,-0.00803922675549984,-0.00803922675549984,1.0080716281079865
