tau,moneyness,v,rho,kappa,gamma,bar_v,r,pinn_price,ref_price,error_price,abs_error_price,pde_residual,pde_residual_dx_log_m,pde_residual_dv,pinn_delta,ref_delta,error_delta,abs_error_delta,stabilized_rel_error_delta,pinn_gamma,ref_gamma,error_gamma,abs_error_gamma,stabilized_rel_error_gamma,pinn_vega,ref_vega,error_vega,abs_error_vega,stabilized_rel_error_vega,pinn_theta,ref_theta,error_theta,abs_error_theta,stabilized_rel_error_theta,pinn_rho,ref_rho,error_rho,abs_error_rho,stabilized_rel_error_rho
0.005,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,0.17486702237766746,0.19992304650387993,-0.025056024126212467,0.025056024126212467,0.04354184143275725,,,-0.5096776137773499,-1.0014030064976613,0.49172539272031146,0.49172539272031146,0.24569034378578367,0.013864945403053162,1.6854709242667951,-1.671605978863742,1.671605978863742,0.6224628849110087,0.0009618196335900726,0.002586849474208437,-0.0016250298406183643,0.0016250298406183643,0.0016208369793306052,-0.03878506753580988,-0.009733796882760309,-0.029051270653049573,0.029051270653049573,0.028771217466164206,12.950119722034518,-0.005005227258510046,12.955124949293028,12.955124949293028,12.890604544050474
0.07150000000000001,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,0.17747517593499312,0.19928524095808087,-0.021810065023087744,0.021810065023087744,0.044437832349013495,,,-0.511415796454875,-0.999999793453414,0.48858399699853905,0.48858399699853905,0.24429202372811126,0.013861870254201202,9.418465033950553e-06,0.01385245178916725,0.01385245178916725,0.013852321321563246,0.0008351560004226392,1.1214918471822704e-07,0.000835043851237921,0.000835043851237921,0.0008350437575884443,-0.03964949215015245,0.00999279462104269,-0.049642286771195136,0.049642286771195136,0.04915112962743592,12.98498326855887,-0.07144888291403809,13.05643215147291,13.05643215147291,12.185772330979622
0.138,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,0.18013955991384623,0.19862165699473922,-0.01848209708089299,0.01848209708089299,0.04529739112382832,,,-0.5130754971704355,-0.9999258275580346,0.48685033038759906,0.48685033038759906,0.24343419324808507,0.0138336589354326,0.00721347275146067,0.00662018618397193,0.00662018618397193,0.006572773660272038,0.0006243586823213016,0.000163401213192629,0.00046095746912867255,0.00046095746912867255,0.00046088216042452037,-0.040475805154990406,0.009940635028535587,-0.05041644018352599,0.05041644018352599,0.049920201678093176,13.018136509645878,-0.13780160002768108,13.155938109673558,13.155938109673558,11.562594137109222
0.20450000000000002,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,0.18285756125301647,0.1979705979756502,-0.015113036722633727,0.015113036722633727,0.04611814572375343,,,-0.5146540953318114,-0.9990032888145342,0.48434919348272276,0.48434919348272276,0.24229534598212474,0.013780361155872332,0.06831998785265947,-0.054539626696787136,0.054539626696787136,0.05105177036555562,0.0003274492924806552,0.0021160487812628553,-0.0017885994887822001,0.0017885994887822001,0.0017848227168474448,-0.0412616680263713,0.009560373358155697,-0.050822041384527,0.050822041384527,0.050340764877166155,13.049542064875556,-0.20392192533607825,13.253463990211635,13.253463990211635,11.008574319727497
0.271,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,0.18562641683236386,0.1973610471052487,-0.01173463027288485,0.01173463027288485,0.04689788258242296,,,-0.516149034672012,-0.9960482873188999,0.47989925264688793,0.47989925264688793,0.24042467093393344,0.01370213223808685,0.21153674540584433,-0.19783461316775747,0.19783461316775747,0.1632922929642437,-5.737251707953037e-05,0.008047817739565755,-0.008105190256645285,0.008105190256645285,0.008040481923585991,-0.04200490849918099,0.008697647626607118,-0.050702556125788105,0.050702556125788105,0.05026536568721813,13.07916223569973,-0.2694281124562599,13.34859034815599,13.34859034815599,10.515436216649832
0.3375,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,0.18844322496485874,0.19682180154603812,-0.008378576581179381,0.008378576581179381,0.047634559585837594,,,-0.5175578341187506,-0.9905798786152913,0.47302204449654073,0.47302204449654073,0.23763027526711936,0.013599233552338748,0.4159851995125958,-0.40238596596025705,0.40238596596025705,0.284173850191912,-0.0005317113823837796,0.018362928101252618,-0.018894639483636396,0.018894639483636396,0.018553934910872722,-0.04270353344018244,0.007474878379401698,-0.05017841181958414,0.05017841181958414,0.04980611715132774,13.106959154258098,-0.33388392524791655,13.440843079506013,13.440843079506013,10.076471291913865
0.404,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,0.1913049576966252,0.19637119632644295,-0.005066238629817754,0.005066238629817754,0.0483263176514508,,,-0.5188780986526008,-0.9827397411485751,0.4638616424959743,0.4638616424959743,0.23394983863452767,0.013472032088985524,0.6496504204298326,-0.6361783883408471,0.6361783883408471,0.38564436468611607,-0.001096959049519589,0.03215806571044355,-0.03325502475996314,0.03325502475996314,0.032218926407432964,-0.04335574025753204,0.006056063109059732,-0.049411803366591775,0.049411803366591775,0.049114363680580864,13.132894949353311,-0.3969554476551024,13.529850397008413,13.529850397008413,9.685241157632701
0.47050000000000003,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,0.1942084738142379,0.19601797506089813,-0.001809501246660239,0.001809501246660239,0.048971490800715875,,,-0.5201075300619464,-0.97293165725934,0.4528241271973936,0.4528241271973936,0.22951840502494927,0.013320999150304377,0.8869473344913814,-0.873626335341077,0.873626335341077,0.4629839526372151,-0.0017542778801700528,0.04816171351885168,-0.04991599139902173,0.04991599139902173,0.047622414323306585,-0.04395992674718926,0.004562297164715906,-0.048522223911905166,0.048522223911905166,0.04830185648899491,13.156931927636634,-0.4584379330585683,13.615369860695203,13.615369860695203,9.335584019089303
0.537,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,0.19715053245256658,0.19576430065570039,0.0013862317968661997,0.0013862317968661997,0.04956861464366867,,,-0.5212439375014034,-0.9616210128142522,0.44037707531284875,0.44037707531284875,0.22449651203575707,0.01314670815409731,1.111080030909811,-1.0979333227557138,1.0979333227557138,0.5200813359418393,-0.0025045852292945544,0.06519639003583211,-0.06770097526512667,0.06770097526512667,0.06355727065771344,-0.04451469929613622,0.003072553154980999,-0.047587252451117217,0.047587252451117217,0.04744148596374234,13.179032767808094,-0.518237816557114,13.697270584365208,13.697270584365208,9.021821505820682
0.6035,0.8,0.04,-0.7,2.0,0.3,0.04,0.01,0.20012780719176518,0.19560811496400632,0.004519692227758859,0.004519692227758859,0.05011643321341994,,,-0.5222852477601744,-0.9492487909355571,0.42696354317538276,0.42696354317538276,0.2190400451501413,0.012949831553151818,1.3125460049122957,-1.299596173359144,1.299596173359144,0.5619763544589167,-0.003348538881750064,0.08233227494031414,-0.0856808138220642,0.0856808138220642,0.07916313299147355,-0.045018879382192664,0.0016367865217947267,-0.04665566590398739,0.04665566590398739,0.04657942532841689,13.199160725438947,-0.5763468136444649,13.775507539083412,13.775507539083412,8.738881202947253
