parameter,theta_true,theta_hat,abs_error,rel_error
rho,-0.45,-0.33569399993241034,0.11430600006758967,0.2540133334835326
kappa,1.0,1.6660597143536742,0.6660597143536742,0.6660597143536742
gamma,0.35,0.5436405940427711,0.19364059404277112,0.5532588401222033
bar_v,0.2,0.2031732584644682,0.0031732584644681983,0.01586629232234099
v0,0.22,0.22707652471229522,0.0070765247122952235,0.032166021419523745
